show_id,type,title,directors,num_directors,cast_members,num_cast,genres,num_genres,primary_genre,release_year,date_added,rating,rating_category,duration_value,duration_unit,countries,description
s63,Movie,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,Toshiyuki Tsuru,1,"Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Kazuhiko Inoue, Akio Otsuka, Kyousuke Ikeda, Marika Hayashi, Umeji Sasaki, Masashi Sugawara, Hisao Egawa",10,"Action & Adventure, Anime Features, International Movies",3,Action & Adventure,2006,2021-09-15,TV-PG,teens,95.0,min,Japan,"Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom."
s64,Movie,Naruto the Movie: Ninja Clash in the Land of Snow,Tensai Okamura,1,"Junko Takeuchi, Noriaki Sugiyama, Chie Nakamura, Kazuhiko Inoue, Yuhko Kaida, Tsutomu Isobe, Hirotaka Suzuoki, Jun Karasawa, Harii Kaneko, Ikuo Nishikawa",10,"Action & Adventure, Anime Features, International Movies",3,Action & Adventure,2004,2021-09-15,TV-PG,teens,83.0,min,Japan,"Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess."
s65,Movie,Nightbooks,David Yarovesky,1,"Winslow Fegley, Lidya Jewett, Krysten Ritter",3,Children & Family Movies,1,Children & Family Movies,2021,2021-09-15,TV-PG,teens,103.0,min,unknown,Scary story fan Alex must tell a spine-tingling tale every night — or stay trapped with his new friend in a wicked witch's magical apartment forever.
s66,TV Show,Numberblocks,unknown,0,"Beth Chalmers, David Holt, Marcel McCalla, Teresa Gallagher",4,Kids' TV,1,Kids' TV,2021,2021-09-15,TV-Y,kids,6.0,seasons,United Kingdom,"In a place called Numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together."
s67,TV Show,Raja Rasoi Aur Anya Kahaniyan,unknown,0,unknown,0,"Docuseries, International TV Shows",2,Docuseries,2014,2021-09-15,TV-G,family,1.0,season,India,"Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat."
s68,TV Show,Saved by the Bell,unknown,0,"Mark-Paul Gosselaar, Tiffani Thiessen, Mario Lopez, Lark Voorhies, Elizabeth Berkley, Dustin Diamond, Dennis Haskins",7,"Kids' TV, TV Comedies",2,Kids' TV,1994,2021-09-15,TV-PG,teens,9.0,seasons,United States,"From middle school to college, best friends Zack, Kelly, Slater, Jessie, Screech and Lisa take on the highs and lows of life together in this hit series."
s69,Movie,Schumacher,"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech",3,Michael Schumacher,1,"Documentaries, International Movies, Sports Movies",3,Documentaries,2021,2021-09-15,TV-14,not rated,113.0,min,unknown,"Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher."
s70,TV Show,Stories by Rabindranath Tagore,unknown,0,unknown,0,"International TV Shows, TV Dramas",2,International TV Shows,2015,2021-09-15,TV-PG,teens,1.0,season,India,The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.
s71,TV Show,Too Hot To Handle: Latino,unknown,0,Itatí Cantoral,1,"International TV Shows, Reality TV, Romantic TV Shows",3,International TV Shows,2021,2021-09-15,TV-MA,adults,1.0,season,unknown,"On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000."
s72,Movie,A StoryBots Space Adventure,David A. Vargas,1,"Evan Spiridellis, Erin Fitzgerald, Jeff Gill, Fred Tatasciore, Evan Michael Lee, Jared Isaacman, Sian Proctor, Chris Sembroski, Hayley Arceneaux",9,Children & Family Movies,1,Children & Family Movies,2021,2021-09-14,TV-Y,kids,13.0,min,unknown,Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.
s73,TV Show,Jack Whitehall: Travels with My Father,unknown,0,"Jack Whitehall, Michael Whitehall",2,"British TV Shows, Docuseries, International TV Shows",3,British TV Shows,2021,2021-09-14,TV-MA,adults,5.0,seasons,United Kingdom,"Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond."
s74,Movie,King of Boys,Kemi Adetiba,1,"Sola Sobowale, Adesua Etomi, Remilekun ""Reminisce"" Safaru, Tobechukwu ""iLLbliss"" Ejiofor, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja",8,"Dramas, International Movies",2,Dramas,2018,2021-09-14,TV-MA,adults,182.0,min,Nigeria,"When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything."
s75,TV Show,The World's Most Amazing Vacation Rentals,unknown,0,unknown,0,Reality TV,1,Reality TV,2021,2021-09-14,TV-PG,teens,2.0,seasons,unknown,"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series."
s76,Movie,You vs. Wild: Out Cold,Ben Simms,1,"Bear Grylls, Jason Derek Prempeh",2,Children & Family Movies,1,Children & Family Movies,2021,2021-09-14,TV-G,family,106.0,min,unknown,"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure."
s77,TV Show,Yowamushi Pedal,unknown,0,"Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama",27,"Anime Series, International TV Shows",2,Anime Series,2013,2021-09-14,TV-14,not rated,1.0,season,Japan,"A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent."
s78,Movie,Little Singham - Black Shadow,Prakash Satam,1,"Sumriddhi Shukla, Jigna Bharadwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Annamaya Verma, Anamay Verma, Manoj Pandey",8,"Children & Family Movies, Comedies",2,Children & Family Movies,2021,2021-09-11,TV-Y7,kids,48.0,min,unknown,Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?
s79,Movie,Tughlaq Durbar,Delhiprasad Deenadayalan,1,"Vijay Sethupathi, Parthiban, Raashi Khanna",3,"Comedies, Dramas, International Movies",3,Comedies,2020,2021-09-11,TV-14,not rated,145.0,min,unknown,A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.
s80,Movie,Tughlaq Durbar (Telugu),Delhiprasad Deenadayalan,1,"Vijay Sethupathi, Parthiban, Raashi Khanna",3,"Comedies, Dramas, International Movies",3,Comedies,2021,2021-09-11,TV-14,not rated,145.0,min,unknown,A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.
s81,Movie,Firedrake the Silver Dragon,Tomer Eshed,1,"Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie",7,Children & Family Movies,1,Children & Family Movies,2021,2021-09-10,TV-Y7,kids,93.0,min,unknown,"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free."
s82,Movie,Kate,Cedric Nicolas-Troyan,1,"Mary Elizabeth Winstead, Jun Kunimura, Woody Harrelson, Tadanobu Asano, Miyavi, Michiel Huisman, Miku Martineau",7,Action & Adventure,1,Action & Adventure,2021,2021-09-10,R,adults,106.0,min,United States,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge."
s83,TV Show,Lucifer,unknown,0,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis",13,"Crime TV Shows, TV Comedies, TV Dramas",3,Crime TV Shows,2021,2021-09-10,TV-14,not rated,6.0,seasons,United States,"Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective."
s84,TV Show,Metal Shop Masters,unknown,0,Jo Koy,1,Reality TV,1,Reality TV,2021,2021-09-10,TV-MA,adults,1.0,season,unknown,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize."
s85,Movie,Omo Ghetto: the Saga,"JJC Skillz, Funke Akindele",2,"Funke Akindele, Ayo Makun, Chioma Chukwuka Akpotha, Yemi Eberechi Alade, Blossom Chukwujekwu, Deyemi Okanlawon, Alexx Ekubo, Zubby Michael, Tina Mba, Femi Jacobs",10,"Action & Adventure, Comedies, Dramas",3,Action & Adventure,2020,2021-09-10,TV-MA,adults,147.0,min,Nigeria,"Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them."
s86,TV Show,Pokémon Master Journeys: The Series,unknown,0,"Ikue Otani, Sarah Natochenny, Zeno Robinson, Cherami Leigh, James Carter Cathcart, Michele Knotz, Rodger Parsons, Ray Chase, Casey Mongillo, Tara Sands",10,"Anime Series, Kids' TV",2,Anime Series,2021,2021-09-10,TV-Y7,kids,1.0,season,unknown,"As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!"
s87,Movie,Prey,Thomas Sieben,1,"David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach",8,"International Movies, Thrillers",2,International Movies,2021,2021-09-10,TV-MA,adults,87.0,min,unknown,A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.
s88,TV Show,Titipo Titipo,unknown,0,"Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun",5,"Kids' TV, Korean TV Shows",2,Kids' TV,2019,2021-09-10,TV-Y,kids,2.0,seasons,unknown,Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.
s89,Movie,Blood Brothers: Malcolm X & Muhammad Ali,Marcus Clarke,1,"Malcolm X, Muhammad Ali",2,"Documentaries, Sports Movies",2,Documentaries,2021,2021-09-09,PG-13,teens,96.0,min,unknown,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals."
s90,TV Show,Mighty Raju,unknown,0,"Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava",7,Kids' TV,1,Kids' TV,2017,2021-09-09,TV-Y7,kids,4.0,seasons,unknown,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!"
s91,Movie,Paradise Hills,Alice Waddington,1,"Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath",8,"Sci-Fi & Fantasy, Thrillers",2,Sci-Fi & Fantasy,2019,2021-09-09,TV-MA,adults,95.0,min,"Spain, United States","Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse."
s92,Movie,The Women and the Murderer,"Mona Achache, Patricia Tourancheau",2,unknown,0,"Documentaries, International Movies",2,Documentaries,2021,2021-09-09,TV-14,not rated,92.0,min,France,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.
s93,TV Show,Into the Night,unknown,0,"Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtuluş, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Gaïa Kraghede Bellugi, Nabil Mallat",11,"International TV Shows, TV Dramas, TV Mysteries",3,International TV Shows,2021,2021-09-08,TV-MA,adults,2.0,seasons,Belgium,Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.
s94,Movie,JJ+E,Alexis Almström,1,"Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi",10,"Dramas, International Movies, Romantic Movies",3,Dramas,2021,2021-09-08,TV-MA,adults,91.0,min,unknown,"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?"
s95,Movie,Show Dogs,Raja Gosnell,1,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale",12,"Children & Family Movies, Comedies",2,Children & Family Movies,2018,2021-09-08,PG,teens,90.0,min,"United Kingdom, United States",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.
s96,TV Show,The Circle,unknown,0,Michelle Buteau,1,Reality TV,1,Reality TV,2021,2021-09-08,TV-MA,adults,3.0,seasons,"United States, United Kingdom","Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000."
s97,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,1,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",10,"Documentaries, Music & Musicals",2,Documentaries,2018,2021-09-07,TV-MA,adults,97.0,min,United States,"Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant."
s98,TV Show,Kid Cosmic,unknown,0,"Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver",7,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",3,Kids' TV,2021,2021-09-07,TV-Y7,kids,2.0,seasons,United States,A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.
s99,TV Show,Octonauts: Above & Beyond,unknown,0,"Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt",13,"British TV Shows, Kids' TV",2,British TV Shows,2021,2021-09-07,TV-Y,kids,1.0,season,United Kingdom,"The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk."
s100,TV Show,On the Verge,unknown,0,"Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi",8,"TV Comedies, TV Dramas",2,TV Comedies,2021,2021-09-07,TV-MA,adults,1.0,season,"France, United States","Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA."
s101,TV Show,Tobot Galaxy Detectives,unknown,0,"Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow",9,Kids' TV,1,Kids' TV,2019,2021-09-07,TV-Y7,kids,2.0,seasons,unknown,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil."
s102,Movie,Untold: Breaking Point,"Chapman Way, Maclain Way",2,unknown,0,"Documentaries, Sports Movies",2,Documentaries,2021,2021-09-07,TV-MA,adults,80.0,min,United States,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court."
s103,TV Show,Countdown: Inspiration4 Mission to Space,Jason Hehir,1,unknown,0,"Docuseries, Science & Nature TV",2,Docuseries,2021,2021-09-06,TV-14,not rated,1.0,season,unknown,"From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission."
s104,Movie,Shadow Parties,Yemi Amodu,1,"Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas",14,"Dramas, International Movies, Thrillers",3,Dramas,2020,2021-09-06,TV-MA,adults,117.0,min,unknown,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.
s105,TV Show,Tayo the Little Bus,unknown,0,"Robyn Slade, Kami Desilets",2,"Kids' TV, Korean TV Shows",2,Kids' TV,2016,2021-09-06,TV-Y,kids,2.0,seasons,South Korea,"As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day."
